"year","month","date_of_month","date","day_of_week","births"
1997,6,15,1997-06-15,"Sun",7777
1997,6,16,1997-06-16,"Mon",11212
1997,6,17,1997-06-17,"Tues",12190
1997,6,18,1997-06-18,"Wed",11875
1997,6,19,1997-06-19,"Thurs",12012
1997,6,20,1997-06-20,"Fri",12192
1997,6,21,1997-06-21,"Sat",8751
1997,6,22,1997-06-22,"Sun",8199
1997,6,23,1997-06-23,"Mon",11031
1997,6,24,1997-06-24,"Tues",12511
1997,6,25,1997-06-25,"Wed",12264
1997,6,26,1997-06-26,"Thurs",12291
1997,6,27,1997-06-27,"Fri",11916
1997,6,28,1997-06-28,"Sat",9184
1997,6,29,1997-06-29,"Sun",7823
1997,6,30,1997-06-30,"Mon",11198
1997,7,1,1997-07-01,"Tues",13003
1997,7,2,1997-07-02,"Wed",12820
1997,7,3,1997-07-03,"Thurs",12433
1997,7,4,1997-07-04,"Fri",9445
1997,7,5,1997-07-05,"Sat",8255
1997,7,6,1997-07-06,"Sun",7860
1997,7,7,1997-07-07,"Mon",11501
1997,7,8,1997-07-08,"Tues",12927
1997,7,9,1997-07-09,"Wed",12292
1997,7,10,1997-07-10,"Thurs",12451
1997,7,11,1997-07-11,"Fri",12132
1997,7,12,1997-07-12,"Sat",8841
1997,7,13,1997-07-13,"Sun",8092
1997,7,14,1997-07-14,"Mon",11198
1997,7,15,1997-07-15,"Tues",12625
1997,7,16,1997-07-16,"Wed",12474
1997,7,17,1997-07-17,"Thurs",12552
1997,7,18,1997-07-18,"Fri",12101
1997,7,19,1997-07-19,"Sat",9055
1997,7,20,1997-07-20,"Sun",7973
1997,7,21,1997-07-21,"Mon",11410
1997,7,22,1997-07-22,"Tues",12928
1997,7,23,1997-07-23,"Wed",12319
1997,7,24,1997-07-24,"Thurs",11988
1997,7,25,1997-07-25,"Fri",12178
1997,7,26,1997-07-26,"Sat",8939
1997,7,27,1997-07-27,"Sun",8213
1997,7,28,1997-07-28,"Mon",11465
1997,7,29,1997-07-29,"Tues",12482
1997,7,30,1997-07-30,"Wed",12356
1997,7,31,1997-07-31,"Thurs",12198
1997,8,1,1997-08-01,"Fri",12084
1997,8,2,1997-08-02,"Sat",8775
1997,8,3,1997-08-03,"Sun",8044
1997,8,4,1997-08-04,"Mon",11189
1997,8,5,1997-08-05,"Tues",12585
1997,8,6,1997-08-06,"Wed",12046
1997,8,7,1997-08-07,"Thurs",12141
1997,8,8,1997-08-08,"Fri",12110
1997,8,9,1997-08-09,"Sat",8876
1997,8,10,1997-08-10,"Sun",8174
1997,8,11,1997-08-11,"Mon",11274
1997,8,12,1997-08-12,"Tues",12632
1997,8,13,1997-08-13,"Wed",11963
1997,8,14,1997-08-14,"Thurs",12342
1997,8,15,1997-08-15,"Fri",12240
1997,8,16,1997-08-16,"Sat",9066
1997,8,17,1997-08-17,"Sun",8125
1997,8,18,1997-08-18,"Mon",11387
1997,8,19,1997-08-19,"Tues",12479
1997,8,20,1997-08-20,"Wed",12394
1997,8,21,1997-08-21,"Thurs",12121
1997,8,22,1997-08-22,"Fri",12081
1997,8,23,1997-08-23,"Sat",8950
1997,8,24,1997-08-24,"Sun",8053
1997,8,25,1997-08-25,"Mon",11094
1997,8,26,1997-08-26,"Tues",12577
1997,8,27,1997-08-27,"Wed",12270
1997,8,28,1997-08-28,"Thurs",12475
1997,8,29,1997-08-29,"Fri",12422
1997,8,30,1997-08-30,"Sat",9078
1997,8,31,1997-08-31,"Sun",8075
1997,9,1,1997-09-01,"Mon",8116
1997,9,2,1997-09-02,"Tues",11307
1997,9,3,1997-09-03,"Wed",12720
1997,9,4,1997-09-04,"Thurs",12462
1997,9,5,1997-09-05,"Fri",12454
1997,9,6,1997-09-06,"Sat",9074
1997,9,7,1997-09-07,"Sun",8281
1997,9,8,1997-09-08,"Mon",11244
1997,9,9,1997-09-09,"Tues",12457
1997,9,10,1997-09-10,"Wed",12182
1997,9,11,1997-09-11,"Thurs",12467
1997,9,12,1997-09-12,"Fri",12394
1997,9,13,1997-09-13,"Sat",9053
1997,9,14,1997-09-14,"Sun",8265
1997,9,15,1997-09-15,"Mon",11584
1997,9,16,1997-09-16,"Tues",12891
1997,9,17,1997-09-17,"Wed",12793
1997,9,18,1997-09-18,"Thurs",12372
1997,9,19,1997-09-19,"Fri",12560
1997,9,20,1997-09-20,"Sat",8968
1997,9,21,1997-09-21,"Sun",8253
1997,9,22,1997-09-22,"Mon",11474
1997,9,23,1997-09-23,"Tues",12621
1997,9,24,1997-09-24,"Wed",12193
1997,9,25,1997-09-25,"Thurs",12132
1997,9,26,1997-09-26,"Fri",12057
1997,9,27,1997-09-27,"Sat",9119
1997,9,28,1997-09-28,"Sun",8104
1997,9,29,1997-09-29,"Mon",11453
1997,9,30,1997-09-30,"Tues",12550
1997,10,1,1997-10-01,"Wed",12161
1997,10,2,1997-10-02,"Thurs",11903
1997,10,3,1997-10-03,"Fri",11939
1997,10,4,1997-10-04,"Sat",8787
1997,10,5,1997-10-05,"Sun",7726
1997,10,6,1997-10-06,"Mon",11123
1997,10,7,1997-10-07,"Tues",12261
1997,10,8,1997-10-08,"Wed",11689
1997,10,9,1997-10-09,"Thurs",11623
1997,10,10,1997-10-10,"Fri",11627
1997,10,11,1997-10-11,"Sat",8489
1997,10,12,1997-10-12,"Sun",7358
1997,10,13,1997-10-13,"Mon",10180
1997,10,14,1997-10-14,"Tues",11859
1997,10,15,1997-10-15,"Wed",11450
1997,10,16,1997-10-16,"Thurs",11481
1997,10,17,1997-10-17,"Fri",11451
1997,10,18,1997-10-18,"Sat",8393
1997,10,19,1997-10-19,"Sun",7604
1997,10,20,1997-10-20,"Mon",10782
1997,10,21,1997-10-21,"Tues",11957
1997,10,22,1997-10-22,"Wed",11490
1997,10,23,1997-10-23,"Thurs",11561
1997,10,24,1997-10-24,"Fri",11607
1997,10,25,1997-10-25,"Sat",8438
1997,10,26,1997-10-26,"Sun",8000
1997,10,27,1997-10-27,"Mon",10824
1997,10,28,1997-10-28,"Tues",11753
1997,10,29,1997-10-29,"Wed",11593
1997,10,30,1997-10-30,"Thurs",11406
1997,10,31,1997-10-31,"Fri",10142
1997,11,1,1997-11-01,"Sat",8706
1997,11,2,1997-11-02,"Sun",7884
1997,11,3,1997-11-03,"Mon",10909
1997,11,4,1997-11-04,"Tues",12210
1997,11,5,1997-11-05,"Wed",11704
1997,11,6,1997-11-06,"Thurs",11608
1997,11,7,1997-11-07,"Fri",11624
1997,11,8,1997-11-08,"Sat",8577
1997,11,9,1997-11-09,"Sun",7794
1997,11,10,1997-11-10,"Mon",10796
1997,11,11,1997-11-11,"Tues",12022
1997,11,12,1997-11-12,"Wed",11485
1997,11,13,1997-11-13,"Thurs",11233
1997,11,14,1997-11-14,"Fri",11615
1997,11,15,1997-11-15,"Sat",8483
1997,11,16,1997-11-16,"Sun",7757
1997,11,17,1997-11-17,"Mon",10945
1997,11,18,1997-11-18,"Tues",12014
1997,11,19,1997-11-19,"Wed",11529
1997,11,20,1997-11-20,"Thurs",11754
1997,11,21,1997-11-21,"Fri",11930
1997,11,22,1997-11-22,"Sat",8769
1997,11,23,1997-11-23,"Sun",7803
1997,11,24,1997-11-24,"Mon",11583
1997,11,25,1997-11-25,"Tues",12618
1997,11,26,1997-11-26,"Wed",11216
1997,11,27,1997-11-27,"Thurs",7680
1997,11,28,1997-11-28,"Fri",9172
1997,11,29,1997-11-29,"Sat",8269
1997,11,30,1997-11-30,"Sun",7593
1997,12,1,1997-12-01,"Mon",11195
1997,12,2,1997-12-02,"Tues",12509
1997,12,3,1997-12-03,"Wed",11997
1997,12,4,1997-12-04,"Thurs",11810
1997,12,5,1997-12-05,"Fri",11385
1997,12,6,1997-12-06,"Sat",8316
1997,12,7,1997-12-07,"Sun",7608
1997,12,8,1997-12-08,"Mon",10696
1997,12,9,1997-12-09,"Tues",11825
1997,12,10,1997-12-10,"Wed",11555
1997,12,11,1997-12-11,"Thurs",11431
1997,12,12,1997-12-12,"Fri",11380
1997,12,13,1997-12-13,"Sat",8178
1997,12,14,1997-12-14,"Sun",7504
1997,12,15,1997-12-15,"Mon",11054
1997,12,16,1997-12-16,"Tues",12506
1997,12,17,1997-12-17,"Wed",12199
1997,12,18,1997-12-18,"Thurs",12543
1997,12,19,1997-12-19,"Fri",12543
1997,12,20,1997-12-20,"Sat",8997
1997,12,21,1997-12-21,"Sun",7675
1997,12,22,1997-12-22,"Mon",12021
1997,12,23,1997-12-23,"Tues",12061
1997,12,24,1997-12-24,"Wed",9129
1997,12,25,1997-12-25,"Thurs",7055
1997,12,26,1997-12-26,"Fri",10075
1997,12,27,1997-12-27,"Sat",8679
1997,12,28,1997-12-28,"Sun",7864
1997,12,29,1997-12-29,"Mon",12206
1997,12,30,1997-12-30,"Tues",13521
1997,12,31,1997-12-31,"Wed",11818
1998,1,1,1998-01-01,"Thurs",8213
1998,1,2,1998-01-02,"Fri",9784
1998,1,3,1998-01-03,"Sat",8437
1998,1,4,1998-01-04,"Sun",7807
1998,1,5,1998-01-05,"Mon",10556
1998,1,6,1998-01-06,"Tues",11843
1998,1,7,1998-01-07,"Wed",11428
1998,1,8,1998-01-08,"Thurs",11526
1998,1,9,1998-01-09,"Fri",11469
1998,1,10,1998-01-10,"Sat",8612
1998,1,11,1998-01-11,"Sun",7642
1998,1,12,1998-01-12,"Mon",10553
1998,1,13,1998-01-13,"Tues",11850
1998,1,14,1998-01-14,"Wed",11542
1998,1,15,1998-01-15,"Thurs",11491
1998,1,16,1998-01-16,"Fri",11535
1998,1,17,1998-01-17,"Sat",8698
1998,1,18,1998-01-18,"Sun",7690
1998,1,19,1998-01-19,"Mon",10325
1998,1,20,1998-01-20,"Tues",11806
1998,1,21,1998-01-21,"Wed",11650
1998,1,22,1998-01-22,"Thurs",11680
1998,1,23,1998-01-23,"Fri",11389
1998,1,24,1998-01-24,"Sat",8525
1998,1,25,1998-01-25,"Sun",7586
1998,1,26,1998-01-26,"Mon",10771
1998,1,27,1998-01-27,"Tues",11813
1998,1,28,1998-01-28,"Wed",11483
1998,1,29,1998-01-29,"Thurs",11513
1998,1,30,1998-01-30,"Fri",11616
1998,1,31,1998-01-31,"Sat",8507
1998,2,1,1998-02-01,"Sun",7650
1998,2,2,1998-02-02,"Mon",10867
1998,2,3,1998-02-03,"Tues",11659
1998,2,4,1998-02-04,"Wed",11745
1998,2,5,1998-02-05,"Thurs",11529
1998,2,6,1998-02-06,"Fri",11573
1998,2,7,1998-02-07,"Sat",8567
1998,2,8,1998-02-08,"Sun",7952
1998,2,9,1998-02-09,"Mon",11113
1998,2,10,1998-02-10,"Tues",12166
1998,2,11,1998-02-11,"Wed",11752
1998,2,12,1998-02-12,"Thurs",12329
1998,2,13,1998-02-13,"Fri",11203
1998,2,14,1998-02-14,"Sat",9112
1998,2,15,1998-02-15,"Sun",7957
1998,2,16,1998-02-16,"Mon",10471
1998,2,17,1998-02-17,"Tues",11923
1998,2,18,1998-02-18,"Wed",12022
1998,2,19,1998-02-19,"Thurs",11802
1998,2,20,1998-02-20,"Fri",11879
1998,2,21,1998-02-21,"Sat",8759
1998,2,22,1998-02-22,"Sun",7779
1998,2,23,1998-02-23,"Mon",10871
1998,2,24,1998-02-24,"Tues",12185
1998,2,25,1998-02-25,"Wed",11815
1998,2,26,1998-02-26,"Thurs",11817
1998,2,27,1998-02-27,"Fri",11536
1998,2,28,1998-02-28,"Sat",8678
1998,3,1,1998-03-01,"Sun",7798
1998,3,2,1998-03-02,"Mon",11019
1998,3,3,1998-03-03,"Tues",12180
1998,3,4,1998-03-04,"Wed",11740
1998,3,5,1998-03-05,"Thurs",12046
1998,3,6,1998-03-06,"Fri",11811
1998,3,7,1998-03-07,"Sat",8510
1998,3,8,1998-03-08,"Sun",7699
1998,3,9,1998-03-09,"Mon",10801
1998,3,10,1998-03-10,"Tues",12150
1998,3,11,1998-03-11,"Wed",11752
1998,3,12,1998-03-12,"Thurs",11883
1998,3,13,1998-03-13,"Fri",11120
1998,3,14,1998-03-14,"Sat",8697
1998,3,15,1998-03-15,"Sun",7808
1998,3,16,1998-03-16,"Mon",10836
1998,3,17,1998-03-17,"Tues",12343
1998,3,18,1998-03-18,"Wed",11918
1998,3,19,1998-03-19,"Thurs",11728
1998,3,20,1998-03-20,"Fri",11703
1998,3,21,1998-03-21,"Sat",8730
1998,3,22,1998-03-22,"Sun",7625
1998,3,23,1998-03-23,"Mon",10779
1998,3,24,1998-03-24,"Tues",11960
1998,3,25,1998-03-25,"Wed",11757
1998,3,26,1998-03-26,"Thurs",11983
1998,3,27,1998-03-27,"Fri",11715
1998,3,28,1998-03-28,"Sat",8399
1998,3,29,1998-03-29,"Sun",7831
1998,3,30,1998-03-30,"Mon",10990
1998,3,31,1998-03-31,"Tues",12125
1998,4,1,1998-04-01,"Wed",10992
1998,4,2,1998-04-02,"Thurs",11944
1998,4,3,1998-04-03,"Fri",11976
1998,4,4,1998-04-04,"Sat",8715
1998,4,5,1998-04-05,"Sun",7240
1998,4,6,1998-04-06,"Mon",10904
1998,4,7,1998-04-07,"Tues",12255
1998,4,8,1998-04-08,"Wed",11992
1998,4,9,1998-04-09,"Thurs",11868
1998,4,10,1998-04-10,"Fri",11118
1998,4,11,1998-04-11,"Sat",8437
1998,4,12,1998-04-12,"Sun",7330
1998,4,13,1998-04-13,"Mon",10383
1998,4,14,1998-04-14,"Tues",12207
1998,4,15,1998-04-15,"Wed",11898
1998,4,16,1998-04-16,"Thurs",11931
1998,4,17,1998-04-17,"Fri",11820
1998,4,18,1998-04-18,"Sat",8595
1998,4,19,1998-04-19,"Sun",7557
1998,4,20,1998-04-20,"Mon",10848
1998,4,21,1998-04-21,"Tues",12213
1998,4,22,1998-04-22,"Wed",11730
1998,4,23,1998-04-23,"Thurs",11729
1998,4,24,1998-04-24,"Fri",11511
1998,4,25,1998-04-25,"Sat",8469
1998,4,26,1998-04-26,"Sun",7774
1998,4,27,1998-04-27,"Mon",10832
1998,4,28,1998-04-28,"Tues",12175
1998,4,29,1998-04-29,"Wed",11565
1998,4,30,1998-04-30,"Thurs",11750
1998,5,1,1998-05-01,"Fri",11776
1998,5,2,1998-05-02,"Sat",8595
1998,5,3,1998-05-03,"Sun",7750
1998,5,4,1998-05-04,"Mon",11071
1998,5,5,1998-05-05,"Tues",12440
1998,5,6,1998-05-06,"Wed",12177
1998,5,7,1998-05-07,"Thurs",12037
1998,5,8,1998-05-08,"Fri",11868
1998,5,9,1998-05-09,"Sat",8701
1998,5,10,1998-05-10,"Sun",7716
1998,5,11,1998-05-11,"Mon",10760
1998,5,12,1998-05-12,"Tues",12225
1998,5,13,1998-05-13,"Wed",11511
1998,5,14,1998-05-14,"Thurs",11913
1998,5,15,1998-05-15,"Fri",12113
1998,5,16,1998-05-16,"Sat",8778
1998,5,17,1998-05-17,"Sun",7810
1998,5,18,1998-05-18,"Mon",11228
1998,5,19,1998-05-19,"Tues",12567
1998,5,20,1998-05-20,"Wed",12241
1998,5,21,1998-05-21,"Thurs",12482
1998,5,22,1998-05-22,"Fri",12312
1998,5,23,1998-05-23,"Sat",8764
1998,5,24,1998-05-24,"Sun",7888
1998,5,25,1998-05-25,"Mon",7953
1998,5,26,1998-05-26,"Tues",11573
1998,5,27,1998-05-27,"Wed",12590
1998,5,28,1998-05-28,"Thurs",12674
1998,5,29,1998-05-29,"Fri",12255
1998,5,30,1998-05-30,"Sat",8837
1998,5,31,1998-05-31,"Sun",7914
1998,6,1,1998-06-01,"Mon",11005
1998,6,2,1998-06-02,"Tues",11762
1998,6,3,1998-06-03,"Wed",11898
1998,6,4,1998-06-04,"Thurs",11778
1998,6,5,1998-06-05,"Fri",11752
1998,6,6,1998-06-06,"Sat",8892
1998,6,7,1998-06-07,"Sun",7558
1998,6,8,1998-06-08,"Mon",10791
1998,6,9,1998-06-09,"Tues",12122
1998,6,10,1998-06-10,"Wed",12007
1998,6,11,1998-06-11,"Thurs",11996
1998,6,12,1998-06-12,"Fri",11830
1998,6,13,1998-06-13,"Sat",8769
1998,6,14,1998-06-14,"Sun",7836
1998,6,15,1998-06-15,"Mon",11280
1998,6,16,1998-06-16,"Tues",12519
1998,6,17,1998-06-17,"Wed",12038
1998,6,18,1998-06-18,"Thurs",11968
1998,6,19,1998-06-19,"Fri",11877
1998,6,20,1998-06-20,"Sat",8819
1998,6,21,1998-06-21,"Sun",7794
1998,6,22,1998-06-22,"Mon",11218
1998,6,23,1998-06-23,"Tues",12351
1998,6,24,1998-06-24,"Wed",12246
1998,6,25,1998-06-25,"Thurs",12258
1998,6,26,1998-06-26,"Fri",12050
1998,6,27,1998-06-27,"Sat",8840
1998,6,28,1998-06-28,"Sun",7930
1998,6,29,1998-06-29,"Mon",11025
1998,6,30,1998-06-30,"Tues",12882
1998,7,1,1998-07-01,"Wed",12680
1998,7,2,1998-07-02,"Thurs",12517
1998,7,3,1998-07-03,"Fri",10371
1998,7,4,1998-07-04,"Sat",8372
1998,7,5,1998-07-05,"Sun",7694
1998,7,6,1998-07-06,"Mon",11030
1998,7,7,1998-07-07,"Tues",12753
1998,7,8,1998-07-08,"Wed",12535
1998,7,9,1998-07-09,"Thurs",12463
1998,7,10,1998-07-10,"Fri",12288
1998,7,11,1998-07-11,"Sat",8996
1998,7,12,1998-07-12,"Sun",8096
1998,7,13,1998-07-13,"Mon",11149
1998,7,14,1998-07-14,"Tues",13034
1998,7,15,1998-07-15,"Wed",12593
1998,7,16,1998-07-16,"Thurs",12467
1998,7,17,1998-07-17,"Fri",12345
1998,7,18,1998-07-18,"Sat",8905
1998,7,19,1998-07-19,"Sun",8018
1998,7,20,1998-07-20,"Mon",11598
1998,7,21,1998-07-21,"Tues",12686
1998,7,22,1998-07-22,"Wed",12785
1998,7,23,1998-07-23,"Thurs",12536
1998,7,24,1998-07-24,"Fri",12287
1998,7,25,1998-07-25,"Sat",8888
1998,7,26,1998-07-26,"Sun",8069
1998,7,27,1998-07-27,"Mon",11350
1998,7,28,1998-07-28,"Tues",12919
1998,7,29,1998-07-29,"Wed",12556
1998,7,30,1998-07-30,"Thurs",12375
1998,7,31,1998-07-31,"Fri",12296
1998,8,1,1998-08-01,"Sat",8784
1998,8,2,1998-08-02,"Sun",7876
1998,8,3,1998-08-03,"Mon",11277
1998,8,4,1998-08-04,"Tues",12758
1998,8,5,1998-08-05,"Wed",12244
1998,8,6,1998-08-06,"Thurs",12535
1998,8,7,1998-08-07,"Fri",12258
1998,8,8,1998-08-08,"Sat",9256
1998,8,9,1998-08-09,"Sun",8168
1998,8,10,1998-08-10,"Mon",11622
1998,8,11,1998-08-11,"Tues",12857
1998,8,12,1998-08-12,"Wed",12577
1998,8,13,1998-08-13,"Thurs",12487
1998,8,14,1998-08-14,"Fri",12486
1998,8,15,1998-08-15,"Sat",9296
1998,8,16,1998-08-16,"Sun",8176
1998,8,17,1998-08-17,"Mon",11565
1998,8,18,1998-08-18,"Tues",12878
1998,8,19,1998-08-19,"Wed",12491
1998,8,20,1998-08-20,"Thurs",12467
1998,8,21,1998-08-21,"Fri",12496
1998,8,22,1998-08-22,"Sat",9106
1998,8,23,1998-08-23,"Sun",8252
1998,8,24,1998-08-24,"Mon",11627
1998,8,25,1998-08-25,"Tues",12908
1998,8,26,1998-08-26,"Wed",12459
1998,8,27,1998-08-27,"Thurs",12595
1998,8,28,1998-08-28,"Fri",12447
1998,8,29,1998-08-29,"Sat",9230
1998,8,30,1998-08-30,"Sun",8162
1998,8,31,1998-08-31,"Mon",11396
1998,9,1,1998-09-01,"Tues",12677
1998,9,2,1998-09-02,"Wed",12289
1998,9,3,1998-09-03,"Thurs",12474
1998,9,4,1998-09-04,"Fri",12820
1998,9,5,1998-09-05,"Sat",9057
1998,9,6,1998-09-06,"Sun",7979
1998,9,7,1998-09-07,"Mon",8428
1998,9,8,1998-09-08,"Tues",12092
1998,9,9,1998-09-09,"Wed",13501
1998,9,10,1998-09-10,"Thurs",13306
1998,9,11,1998-09-11,"Fri",12920
1998,9,12,1998-09-12,"Sat",9463
1998,9,13,1998-09-13,"Sun",8434
1998,9,14,1998-09-14,"Mon",11694
1998,9,15,1998-09-15,"Tues",12975
1998,9,16,1998-09-16,"Wed",12768
1998,9,17,1998-09-17,"Thurs",12905
1998,9,18,1998-09-18,"Fri",13030
1998,9,19,1998-09-19,"Sat",9541
1998,9,20,1998-09-20,"Sun",8431
1998,9,21,1998-09-21,"Mon",11647
1998,9,22,1998-09-22,"Tues",12774
1998,9,23,1998-09-23,"Wed",12805
1998,9,24,1998-09-24,"Thurs",12708
1998,9,25,1998-09-25,"Fri",12501
1998,9,26,1998-09-26,"Sat",9230
1998,9,27,1998-09-27,"Sun",8279
1998,9,28,1998-09-28,"Mon",11744
1998,9,29,1998-09-29,"Tues",12716
1998,9,30,1998-09-30,"Wed",12196
1998,10,1,1998-10-01,"Thurs",12410
1998,10,2,1998-10-02,"Fri",12247
1998,10,3,1998-10-03,"Sat",8895
1998,10,4,1998-10-04,"Sun",7927
1998,10,5,1998-10-05,"Mon",11235
1998,10,6,1998-10-06,"Tues",12555
1998,10,7,1998-10-07,"Wed",12119
1998,10,8,1998-10-08,"Thurs",12128
1998,10,9,1998-10-09,"Fri",11750
1998,10,10,1998-10-10,"Sat",8610
1998,10,11,1998-10-11,"Sun",7785
1998,10,12,1998-10-12,"Mon",10645
1998,10,13,1998-10-13,"Tues",11815
1998,10,14,1998-10-14,"Wed",12063
1998,10,15,1998-10-15,"Thurs",12049
1998,10,16,1998-10-16,"Fri",11792
1998,10,17,1998-10-17,"Sat",8475
1998,10,18,1998-10-18,"Sun",7795
1998,10,19,1998-10-19,"Mon",10797
1998,10,20,1998-10-20,"Tues",12404
1998,10,21,1998-10-21,"Wed",11721
1998,10,22,1998-10-22,"Thurs",11866
1998,10,23,1998-10-23,"Fri",11644
1998,10,24,1998-10-24,"Sat",8447
1998,10,25,1998-10-25,"Sun",7768
1998,10,26,1998-10-26,"Mon",10967
1998,10,27,1998-10-27,"Tues",11996
1998,10,28,1998-10-28,"Wed",11841
1998,10,29,1998-10-29,"Thurs",11667
1998,10,30,1998-10-30,"Fri",11213
1998,10,31,1998-10-31,"Sat",8164
1998,11,1,1998-11-01,"Sun",7849
1998,11,2,1998-11-02,"Mon",11139
1998,11,3,1998-11-03,"Tues",12235
1998,11,4,1998-11-04,"Wed",11726
1998,11,5,1998-11-05,"Thurs",12007
1998,11,6,1998-11-06,"Fri",11773
1998,11,7,1998-11-07,"Sat",8623
1998,11,8,1998-11-08,"Sun",7615
1998,11,9,1998-11-09,"Mon",11171
1998,11,10,1998-11-10,"Tues",12312
1998,11,11,1998-11-11,"Wed",11662
1998,11,12,1998-11-12,"Thurs",11904
1998,11,13,1998-11-13,"Fri",10968
1998,11,14,1998-11-14,"Sat",8689
1998,11,15,1998-11-15,"Sun",7759
1998,11,16,1998-11-16,"Mon",11103
1998,11,17,1998-11-17,"Tues",12348
1998,11,18,1998-11-18,"Wed",11729
1998,11,19,1998-11-19,"Thurs",11815
1998,11,20,1998-11-20,"Fri",12095
1998,11,21,1998-11-21,"Sat",8687
1998,11,22,1998-11-22,"Sun",7649
1998,11,23,1998-11-23,"Mon",11942
1998,11,24,1998-11-24,"Tues",13143
1998,11,25,1998-11-25,"Wed",11311
1998,11,26,1998-11-26,"Thurs",7658
1998,11,27,1998-11-27,"Fri",9185
1998,11,28,1998-11-28,"Sat",8295
1998,11,29,1998-11-29,"Sun",7732
1998,11,30,1998-11-30,"Mon",11117
1998,12,1,1998-12-01,"Tues",12612
1998,12,2,1998-12-02,"Wed",12003
1998,12,3,1998-12-03,"Thurs",11990
1998,12,4,1998-12-04,"Fri",11661
1998,12,5,1998-12-05,"Sat",8368
1998,12,6,1998-12-06,"Sun",7614
1998,12,7,1998-12-07,"Mon",10872
1998,12,8,1998-12-08,"Tues",12354
1998,12,9,1998-12-09,"Wed",11824
1998,12,10,1998-12-10,"Thurs",11685
1998,12,11,1998-12-11,"Fri",11284
1998,12,12,1998-12-12,"Sat",8418
1998,12,13,1998-12-13,"Sun",7460
1998,12,14,1998-12-14,"Mon",11063
1998,12,15,1998-12-15,"Tues",12430
1998,12,16,1998-12-16,"Wed",12256
1998,12,17,1998-12-17,"Thurs",12572
1998,12,18,1998-12-18,"Fri",12634
1998,12,19,1998-12-19,"Sat",8804
1998,12,20,1998-12-20,"Sun",7792
1998,12,21,1998-12-21,"Mon",12414
1998,12,22,1998-12-22,"Tues",13286
1998,12,23,1998-12-23,"Wed",11149
1998,12,24,1998-12-24,"Thurs",8464
1998,12,25,1998-12-25,"Fri",7020
1998,12,26,1998-12-26,"Sat",7735
1998,12,27,1998-12-27,"Sun",7829
1998,12,28,1998-12-28,"Mon",11980
1998,12,29,1998-12-29,"Tues",13637
1998,12,30,1998-12-30,"Wed",13297
1998,12,31,1998-12-31,"Thurs",11389
1999,1,1,1999-01-01,"Fri",8163
1999,1,2,1999-01-02,"Sat",7637
1999,1,3,1999-01-03,"Sun",7416
1999,1,4,1999-01-04,"Mon",10396
1999,1,5,1999-01-05,"Tues",12004
1999,1,6,1999-01-06,"Wed",11718
1999,1,7,1999-01-07,"Thurs",11901
1999,1,8,1999-01-08,"Fri",11772
1999,1,9,1999-01-09,"Sat",8466
1999,1,10,1999-01-10,"Sun",7704
1999,1,11,1999-01-11,"Mon",10816
1999,1,12,1999-01-12,"Tues",12190
1999,1,13,1999-01-13,"Wed",11626
1999,1,14,1999-01-14,"Thurs",11767
1999,1,15,1999-01-15,"Fri",11704
1999,1,16,1999-01-16,"Sat",8444
1999,1,17,1999-01-17,"Sun",7679
1999,1,18,1999-01-18,"Mon",10508
1999,1,19,1999-01-19,"Tues",11812
1999,1,20,1999-01-20,"Wed",11901
1999,1,21,1999-01-21,"Thurs",12027
1999,1,22,1999-01-22,"Fri",11677
1999,1,23,1999-01-23,"Sat",8587
1999,1,24,1999-01-24,"Sun",7597
1999,1,25,1999-01-25,"Mon",10973
1999,1,26,1999-01-26,"Tues",11915
1999,1,27,1999-01-27,"Wed",11548
1999,1,28,1999-01-28,"Thurs",11745
1999,1,29,1999-01-29,"Fri",11571
1999,1,30,1999-01-30,"Sat",8473
1999,1,31,1999-01-31,"Sun",7445
1999,2,1,1999-02-01,"Mon",10718
1999,2,2,1999-02-02,"Tues",12037
1999,2,3,1999-02-03,"Wed",11747
1999,2,4,1999-02-04,"Thurs",11811
1999,2,5,1999-02-05,"Fri",11693
1999,2,6,1999-02-06,"Sat",8394
1999,2,7,1999-02-07,"Sun",7675
1999,2,8,1999-02-08,"Mon",11022
1999,2,9,1999-02-09,"Tues",12157
1999,2,10,1999-02-10,"Wed",11849
1999,2,11,1999-02-11,"Thurs",12086
1999,2,12,1999-02-12,"Fri",11709
1999,2,13,1999-02-13,"Sat",8298
1999,2,14,1999-02-14,"Sun",7902
1999,2,15,1999-02-15,"Mon",10431
1999,2,16,1999-02-16,"Tues",11987
1999,2,17,1999-02-17,"Wed",11868
1999,2,18,1999-02-18,"Thurs",11909
1999,2,19,1999-02-19,"Fri",11818
1999,2,20,1999-02-20,"Sat",8604
1999,2,21,1999-02-21,"Sun",7664
1999,2,22,1999-02-22,"Mon",10958
1999,2,23,1999-02-23,"Tues",11875
1999,2,24,1999-02-24,"Wed",11761
1999,2,25,1999-02-25,"Thurs",11716
1999,2,26,1999-02-26,"Fri",11615
1999,2,27,1999-02-27,"Sat",8458
1999,2,28,1999-02-28,"Sun",7806
1999,3,1,1999-03-01,"Mon",10958
1999,3,2,1999-03-02,"Tues",12288
1999,3,3,1999-03-03,"Wed",11998
1999,3,4,1999-03-04,"Thurs",11767
1999,3,5,1999-03-05,"Fri",11841
1999,3,6,1999-03-06,"Sat",8616
1999,3,7,1999-03-07,"Sun",7578
